0.756	0.718	1.598	1.177009288	2	1.597027528
0.718	0.615	2.602	1.733177623	2	2.600416538
0.615	0.479	1.8	0.981907983	4.24	1.795078579
0.479	0.32	2.168	0.860600000	6.47	2.154000000
0.32	0.20	0.892	0.219400000	18.93	0.844444444
