AIRFOILS/SC/OPT110 	0.84
AIRFOILS/SC/OPT110 	0.84
AIRFOILS/SC/OPT110 	0.726
AIRFOILS/SC/OPT110 	0.545
AIRFOILS/SC/TIP23  	0.346
AIRFOILS/SC/TIP23  	0.210
