AIRFOILS/SC/OPT110 	0.820
AIRFOILS/SC/OPT110 	0.800
AIRFOILS/SC/OPT110 	0.700
AIRFOILS/SC/OPT110 	0.535
AIRFOILS/SC/TIP23  	0.419
AIRFOILS/SC/TIP23  	0.210
