0.740	0.709	3.285	1.177009288	2	1.597027528
0.709	0.601	2.154	1.733177623	2	2.600416538
0.601	0.487	1.528   0.981907983	4.24	1.795078579
0.487	0.309	1.234	0.860600000	6.47	2.154000000
0.309	0.160	0.800	0.219400000	18.93	0.844444444
