0.840000 0.840000 2.200000 1.000000 1.072000  
0.840000 0.726000 1.980000 1.072000 1.156000  
0.726000 0.545000 1.800000 1.156000 1.204500  
0.54500 0.346000 0.890000 1.204500 1.118500  
0.346000 0.210000 0.670000 1.118500 1.000000 
