./AIRFOILS/B20	0.756
./AIRFOILS/BeT1	0.718	
./AIRFOILS/T12	0.615
./AIRFOILS/TeN1	0.479
./AIRFOILS/N13	0.32
./AIRFOILS/testfoil1	0.20
