AIRFOILS/OPT110 	0.820
AIRFOILS/OPT110 	0.817
AIRFOILS/OPT110 	0.708
AIRFOILS/OPT110 	0.530
AIRFOILS/TIP23  	0.330
AIRFOILS/TIP23  	0.200
