T101         0.86   0.0
B20          0.86   0.0
JJB50        0.85   0.0
IN5          0.85   0.0
L5           0.85   0.0
P1           0.85   0.0
A5           0.85   0.0
P10          0.85 0.0
P11          0.85 0.0
N17          0.85 0.0
L4           0.85   0.0
S4           0.85 0.0
S5           0.85 0.0
33           0.85   0.0



