220 -3
210 -2
205 -2
200 -2
195 -1
190 -1
185 0
180 0
175 0
170 1
165 1
160 1
155 2
150 2
145 2
140 3
135 3
130 3
125 4
120 5
115 5
110 6
105 7
100 9
95 15
90 17
