./AIRFOILS/L4thick	0.765
./AIRFOILS/P4	0.685	
./AIRFOILS/L4	0.591
./AIRFOILS/L4	0.465
./AIRFOILS/T_M3	0.324
./AIRFOILS/T_M3	0.159
