0.756	0.718	1.598	1.177009288	2	1.597027528
0.718	0.615	2.602	1.733177623	2	2.600416538
0.615	0.479	1.8	0.981907983	4.24	1.795078579
0.479	0.34	0.78	0.315269658	9.24	0.769889274
0.34	0.18	0.696	0.171182722	18.93	0.658395085
