0.765	0.695	3.285	1.177009288	2	1.597027528
0.695	0.591	2.254	1.733177623	2	2.600416538
0.591	0.465	1.528   0.981907983	4.24	1.795078579
0.465	0.324	1.034	0.860600000	6.47	2.154000000
0.324	0.159	0.899	0.219400000	18.93	0.844444444
