220 -5 2
210 -5 2
205 -4 3
200 -4 3
195 -3 4
190 -3 4
185 -2 4
180 -2 4
175 -2 5
170 -1 5
165 -1 5
160 -1 5
155 -1 6
150 0 6
145 0 6
140 0 7
135 0 7
130 1 8
125 2 9
120 2 10
115 3 15
110 4 15
105 5 15
100 6 18
95 9 20
90 10 20


