AIRFOILS/ST1 	0.820
AIRFOILS/ST1 	0.800
AIRFOILS/ST1 	0.700
AIRFOILS/ST1 	0.535
AIRFOILS/TIP23  	0.419
AIRFOILS/TIP23  	0.210
