220 -3
210 -3
205 -3
200 -3
195 0
190 0
185 0
180 0
175 0
170 0
165 0
160 0
155 0
150 0
145 0
140 5
135 5
130 5
125 5
120 5
115 5
110 5
105 16.7
100 16.7
95 20
90 20
