0.820000 0.817000 2.200000 1.000000 1.072000  
0.817000 0.708000 1.980000 1.072000 1.156000  
0.708000 0.530000 1.800000 1.156000 1.204500  
0.530000 0.338000 0.890000 1.204500 1.118500  
0.338000 0.200000 0.670000 1.118500 1.000000
